layers,neurons,activation,epochs,lr,batch_size,accuracy
2,32,Tanh,1,0.0001,64,0.3175
2,32,Tanh,1,0.0001,128,0.339
2,32,Tanh,1,0.0001,256,0.628
2,32,Tanh,1,0.0001,512,0.2685
2,32,Tanh,10,10.0,16,0.9935
2,32,Tanh,10,10.0,32,0.997
2,32,Tanh,10,10.0,64,0.9945
2,32,Tanh,10,10.0,128,0.996
2,32,Tanh,10,10.0,256,0.996
2,32,Tanh,10,10.0,512,0.9915
2,32,Tanh,10,1.0,16,0.995
2,32,Tanh,10,1.0,32,0.996
2,32,Tanh,10,1.0,64,0.996
2,32,Tanh,10,1.0,128,0.989
2,32,Tanh,10,1.0,256,0.9955
2,32,Tanh,10,1.0,512,0.877
2,32,Tanh,10,0.1,16,0.999
2,32,Tanh,10,0.1,32,0.999
2,32,Tanh,10,0.1,64,0.9975
2,32,Tanh,10,0.1,128,0.9975
2,32,Tanh,10,0.1,256,0.999
2,32,Tanh,10,0.1,512,0.996
2,32,Tanh,10,0.01,16,0.996
2,32,Tanh,10,0.01,32,0.999
2,32,Tanh,10,0.01,64,0.9955
2,32,Tanh,10,0.01,128,0.999
2,32,Tanh,10,0.01,256,0.991
2,32,Tanh,10,0.01,512,0.999
2,32,Tanh,10,0.001,16,0.6315
2,32,Tanh,10,0.001,32,0.8085
2,32,Tanh,10,0.001,64,0.968
2,32,Tanh,10,0.001,128,0.7005
2,32,Tanh,10,0.001,256,0.971
2,32,Tanh,10,0.001,512,0.926
2,32,Tanh,10,0.0001,16,0.575
2,32,Tanh,10,0.0001,32,0.7105
2,32,Tanh,10,0.0001,64,0.6495
2,32,Tanh,10,0.0001,128,0.4545
2,32,Tanh,10,0.0001,256,0.525
2,32,Tanh,10,0.0001,512,0.1815
2,32,Tanh,25,10.0,16,0.998
2,32,Tanh,25,10.0,32,0.993
2,32,Tanh,25,10.0,64,0.996
2,32,Tanh,25,10.0,128,0.996
2,32,Tanh,25,10.0,256,0.9845
2,32,Tanh,25,10.0,512,0.9985
2,32,Tanh,25,1.0,16,0.9955
2,32,Tanh,25,1.0,32,0.9945
2,32,Tanh,25,1.0,64,0.9955
2,32,Tanh,25,1.0,128,0.998
2,32,Tanh,25,1.0,256,0.996
2,32,Tanh,25,1.0,512,0.998
2,32,Tanh,25,0.1,16,0.999
2,32,Tanh,25,0.1,32,0.999
2,32,Tanh,25,0.1,64,0.999
2,32,Tanh,25,0.1,128,0.999
2,32,Tanh,25,0.1,256,0.999
2,32,Tanh,25,0.1,512,0.998
2,32,Tanh,25,0.01,16,0.999
2,32,Tanh,25,0.01,32,0.999
2,32,Tanh,25,0.01,64,0.999
2,32,Tanh,25,0.01,128,0.999
2,32,Tanh,25,0.01,256,0.999
2,32,Tanh,25,0.01,512,0.999
2,32,Tanh,25,0.001,16,0.9765
2,32,Tanh,25,0.001,32,0.9825
2,32,Tanh,25,0.001,64,0.9695
2,32,Tanh,25,0.001,128,0.9805
2,32,Tanh,25,0.001,256,0.98
2,32,Tanh,25,0.001,512,0.977
2,32,Tanh,25,0.0001,16,0.6685
2,32,Tanh,25,0.0001,32,0.8055
2,32,Tanh,25,0.0001,64,0.258
2,32,Tanh,25,0.0001,128,0.779
2,32,Tanh,25,0.0001,256,0.9925
2,32,Tanh,25,0.0001,512,0.6155
2,32,Tanh,50,10.0,16,0.9985
2,32,Tanh,50,10.0,32,0.999
2,32,Tanh,50,10.0,64,0.996
2,32,Tanh,50,10.0,128,0.998
2,32,Tanh,50,10.0,256,0.9985
2,32,Tanh,50,10.0,512,0.9955
2,32,Tanh,50,1.0,16,0.9835
2,32,Tanh,50,1.0,32,0.999
2,32,Tanh,50,1.0,64,0.9985
2,32,Tanh,50,1.0,128,0.999
2,32,Tanh,50,1.0,256,0.998
2,32,Tanh,50,1.0,512,0.999
2,32,Tanh,50,0.1,16,0.997
2,32,Tanh,50,0.1,32,0.9985
2,32,Tanh,50,0.1,64,0.999
2,32,Tanh,50,0.1,128,0.999
2,32,Tanh,50,0.1,256,0.999
2,32,Tanh,50,0.1,512,0.999
2,32,Tanh,50,0.01,16,0.999
2,32,Tanh,50,0.01,32,0.999
2,32,Tanh,50,0.01,64,0.999
2,32,Tanh,50,0.01,128,0.999
2,32,Tanh,50,0.01,256,0.999
2,32,Tanh,50,0.01,512,0.999
2,32,Tanh,50,0.001,16,0.9905
2,32,Tanh,50,0.001,32,0.998
2,32,Tanh,50,0.001,64,0.999
2,32,Tanh,50,0.001,128,0.985
2,32,Tanh,50,0.001,256,0.996
2,32,Tanh,50,0.001,512,0.988
2,32,Tanh,50,0.0001,16,0.274
2,32,Tanh,50,0.0001,32,0.475
2,32,Tanh,50,0.0001,64,0.975
2,32,Tanh,50,0.0001,128,0.9145
2,32,Tanh,50,0.0001,256,0.54
2,32,Tanh,50,0.0001,512,0.9695
2,32,Tanh,100,10.0,16,0.996
2,32,Tanh,100,10.0,32,0.9895
2,32,Tanh,100,10.0,64,0.989
2,32,Tanh,100,10.0,128,0.9955
2,32,Tanh,100,10.0,256,0.9965
2,32,Tanh,100,10.0,512,0.999
2,32,Tanh,100,1.0,16,0.998
2,32,Tanh,100,1.0,32,0.9965
2,32,Tanh,100,1.0,64,0.999
2,32,Tanh,100,1.0,128,0.997
2,32,Tanh,100,1.0,256,0.9985
2,32,Tanh,100,1.0,512,0.9975
2,32,Tanh,100,0.1,16,0.9985
2,32,Tanh,100,0.1,32,0.999
2,32,Tanh,100,0.1,64,0.9965
2,32,Tanh,100,0.1,128,0.999
2,32,Tanh,100,0.1,256,0.999
2,32,Tanh,100,0.1,512,0.999
2,32,Tanh,100,0.01,16,0.999
2,32,Tanh,100,0.01,32,0.999
2,32,Tanh,100,0.01,64,0.999
2,32,Tanh,100,0.01,128,0.999
2,32,Tanh,100,0.01,256,0.999
2,32,Tanh,100,0.01,512,0.999
2,32,Tanh,100,0.001,16,0.996
2,32,Tanh,100,0.001,32,0.999
2,32,Tanh,100,0.001,64,0.996
2,32,Tanh,100,0.001,128,0.999
2,32,Tanh,100,0.001,256,0.999
2,32,Tanh,100,0.001,512,0.999
2,32,Tanh,100,0.0001,16,0.9825
2,32,Tanh,100,0.0001,32,0.985
2,32,Tanh,100,0.0001,64,0.7745
2,32,Tanh,100,0.0001,128,0.982
2,32,Tanh,100,0.0001,256,0.9905
2,32,Tanh,100,0.0001,512,0.8185
2,32,Tanh,250,10.0,16,0.998
2,32,Tanh,250,10.0,32,0.999
2,32,Tanh,250,10.0,64,0.9945
2,32,Tanh,250,10.0,128,0.996
2,32,Tanh,250,10.0,256,0.997
2,32,Tanh,250,10.0,512,0.9975
2,32,Tanh,250,1.0,16,0.9985
2,32,Tanh,250,1.0,32,0.9955
2,32,Tanh,250,1.0,64,0.999
2,32,Tanh,250,1.0,128,0.999
2,32,Tanh,250,1.0,256,0.9985
2,32,Tanh,250,1.0,512,0.994
2,32,Tanh,250,0.1,16,0.998
2,32,Tanh,250,0.1,32,0.9985
2,32,Tanh,250,0.1,64,0.9985
2,32,Tanh,250,0.1,128,0.9985
2,32,Tanh,250,0.1,256,0.9975
2,32,Tanh,250,0.1,512,0.998
2,32,Tanh,250,0.01,16,0.999
2,32,Tanh,250,0.01,32,0.999
2,32,Tanh,250,0.01,64,0.999
2,32,Tanh,250,0.01,128,0.999
2,32,Tanh,250,0.01,256,0.999
2,32,Tanh,250,0.01,512,0.999
2,32,Tanh,250,0.001,16,0.999
2,32,Tanh,250,0.001,32,0.999
2,32,Tanh,250,0.001,64,0.999
2,32,Tanh,250,0.001,128,0.999
2,32,Tanh,250,0.001,256,0.999
2,32,Tanh,250,0.001,512,0.999
2,32,Tanh,250,0.0001,16,0.9895
2,32,Tanh,250,0.0001,32,0.9835
2,32,Tanh,250,0.0001,64,0.99
2,32,Tanh,250,0.0001,128,0.985
2,32,Tanh,250,0.0001,256,0.9875
2,32,Tanh,250,0.0001,512,0.9915
2,64,Sigmoid,1,10.0,16,0.9695
2,64,Sigmoid,1,10.0,32,0.9695
2,64,Sigmoid,1,10.0,64,0.9695
2,64,Sigmoid,1,10.0,128,0.0305
2,64,Sigmoid,1,10.0,256,0.9695
2,64,Sigmoid,1,10.0,512,0.9695
2,64,Sigmoid,1,1.0,16,0.0305
2,64,Sigmoid,1,1.0,32,0.9695
2,64,Sigmoid,1,1.0,64,0.9695
2,64,Sigmoid,1,1.0,128,0.9695
2,64,Sigmoid,1,1.0,256,0.9695
2,64,Sigmoid,1,1.0,512,0.9695
2,64,Sigmoid,1,0.1,16,0.9695
2,64,Sigmoid,1,0.1,32,0.9695
2,64,Sigmoid,1,0.1,64,0.9695
2,64,Sigmoid,1,0.1,128,0.9695
2,64,Sigmoid,1,0.1,256,0.9695
2,64,Sigmoid,1,0.1,512,0.9695
2,64,Sigmoid,1,0.01,16,0.9695
2,64,Sigmoid,1,0.01,32,0.9695
2,64,Sigmoid,1,0.01,64,0.9695
2,64,Sigmoid,1,0.01,128,0.9695
2,64,Sigmoid,1,0.01,256,0.9695
2,64,Sigmoid,1,0.01,512,0.9695
2,64,Sigmoid,1,0.001,16,0.9845
2,64,Sigmoid,1,0.001,32,0.1305
2,64,Sigmoid,1,0.001,64,0.9695
2,64,Sigmoid,1,0.001,128,0.9695
2,64,Sigmoid,1,0.001,256,0.9575
2,64,Sigmoid,1,0.001,512,0.95
2,64,Sigmoid,1,0.0001,16,0.976
2,64,Sigmoid,1,0.0001,32,0.023
2,64,Sigmoid,1,0.0001,64,0.1115
2,64,Sigmoid,1,0.0001,128,0.973
2,64,Sigmoid,1,0.0001,256,0.0305
2,64,Sigmoid,1,0.0001,512,0.9845
2,64,Sigmoid,10,10.0,16,0.994
2,64,Sigmoid,10,10.0,32,0.999
2,64,Sigmoid,10,10.0,64,0.9955
2,64,Sigmoid,10,10.0,128,0.949
2,64,Sigmoid,10,10.0,256,0.7955
2,64,Sigmoid,10,10.0,512,0.9035
2,64,Sigmoid,10,1.0,16,0.7985
2,64,Sigmoid,10,1.0,32,0.996
2,64,Sigmoid,10,1.0,64,0.9985
2,64,Sigmoid,10,1.0,128,0.996
2,64,Sigmoid,10,1.0,256,0.997
2,64,Sigmoid,10,1.0,512,0.986
2,64,Sigmoid,10,0.1,16,0.9695
2,64,Sigmoid,10,0.1,32,0.9695
2,64,Sigmoid,10,0.1,64,0.9695
2,64,Sigmoid,10,0.1,128,0.9695
2,64,Sigmoid,10,0.1,256,0.9695
2,64,Sigmoid,10,0.1,512,0.9695
2,64,Sigmoid,10,0.01,16,0.9695
2,64,Sigmoid,10,0.01,32,0.9695
2,64,Sigmoid,10,0.01,64,0.9695
2,64,Sigmoid,10,0.01,128,0.9695
2,64,Sigmoid,10,0.01,256,0.9695
2,64,Sigmoid,10,0.01,512,0.9695
2,64,Sigmoid,10,0.001,16,0.9695
2,64,Sigmoid,10,0.001,32,0.9695
2,64,Sigmoid,10,0.001,64,0.9695
2,64,Sigmoid,10,0.001,128,0.9695
2,64,Sigmoid,10,0.001,256,0.9695
2,64,Sigmoid,10,0.001,512,0.9695
2,64,Sigmoid,10,0.0001,16,0.8305
2,64,Sigmoid,10,0.0001,32,0.9735
2,64,Sigmoid,10,0.0001,64,0.9695
2,64,Sigmoid,10,0.0001,128,0.9785
2,64,Sigmoid,10,0.0001,256,0.4945
2,64,Sigmoid,10,0.0001,512,0.9695
2,64,Sigmoid,25,10.0,16,0.994
2,64,Sigmoid,25,10.0,32,0.999
2,64,Sigmoid,25,10.0,64,0.9935
2,64,Sigmoid,25,10.0,128,0.999
2,64,Sigmoid,25,10.0,256,0.996
2,64,Sigmoid,25,10.0,512,0.994
2,64,Sigmoid,25,1.0,16,0.9945
2,64,Sigmoid,25,1.0,32,0.996
2,64,Sigmoid,25,1.0,64,0.9975
2,64,Sigmoid,25,1.0,128,0.9985
2,64,Sigmoid,25,1.0,256,0.999
2,64,Sigmoid,25,1.0,512,0.9975
2,64,Sigmoid,25,0.1,16,0.9985
2,64,Sigmoid,25,0.1,32,0.999
2,64,Sigmoid,25,0.1,64,0.998
2,64,Sigmoid,25,0.1,128,0.9985
2,64,Sigmoid,25,0.1,256,0.999
2,64,Sigmoid,25,0.1,512,0.999
2,64,Sigmoid,25,0.01,16,0.9975
2,64,Sigmoid,25,0.01,32,0.9985
2,64,Sigmoid,25,0.01,64,0.9955
2,64,Sigmoid,25,0.01,128,0.996
2,64,Sigmoid,25,0.01,256,0.9915
2,64,Sigmoid,25,0.01,512,0.975
2,64,Sigmoid,25,0.001,16,0.9695
2,64,Sigmoid,25,0.001,32,0.9695
2,64,Sigmoid,25,0.001,64,0.9695
2,64,Sigmoid,25,0.001,128,0.9695
2,64,Sigmoid,25,0.001,256,0.9695
2,64,Sigmoid,25,0.001,512,0.9695
2,64,Sigmoid,25,0.0001,16,0.9715
2,64,Sigmoid,25,0.0001,32,0.9695
2,64,Sigmoid,25,0.0001,64,0.9695
2,64,Sigmoid,25,0.0001,128,0.9695
2,64,Sigmoid,25,0.0001,256,0.9695
2,64,Sigmoid,25,0.0001,512,0.9695
2,64,Sigmoid,50,10.0,16,0.999
2,64,Sigmoid,50,10.0,32,0.999
2,64,Sigmoid,50,10.0,64,0.998
2,64,Sigmoid,50,10.0,128,0.999
2,64,Sigmoid,50,10.0,256,0.9985
2,64,Sigmoid,50,10.0,512,0.9985
2,64,Sigmoid,50,1.0,16,0.998
2,64,Sigmoid,50,1.0,32,0.997
2,64,Sigmoid,50,1.0,64,0.997
2,64,Sigmoid,50,1.0,128,0.9965
2,64,Sigmoid,50,1.0,256,0.9985
2,64,Sigmoid,50,1.0,512,0.997
2,64,Sigmoid,50,0.1,16,0.9985
2,64,Sigmoid,50,0.1,32,0.9985
2,64,Sigmoid,50,0.1,64,0.998
2,64,Sigmoid,50,0.1,128,0.998
2,64,Sigmoid,50,0.1,256,0.998
2,64,Sigmoid,50,0.1,512,0.998
2,64,Sigmoid,50,0.01,16,0.999
2,64,Sigmoid,50,0.01,32,0.999
2,64,Sigmoid,50,0.01,64,0.999
2,64,Sigmoid,50,0.01,128,0.999
2,64,Sigmoid,50,0.01,256,0.999
2,64,Sigmoid,50,0.01,512,0.999
2,64,Sigmoid,50,0.001,16,0.9695
2,64,Sigmoid,50,0.001,32,0.9695
2,64,Sigmoid,50,0.001,64,0.9695
2,64,Sigmoid,50,0.001,128,0.9695
2,64,Sigmoid,50,0.001,256,0.9695
2,64,Sigmoid,50,0.001,512,0.9695
2,64,Sigmoid,50,0.0001,16,0.9695
2,64,Sigmoid,50,0.0001,32,0.9695
2,64,Sigmoid,50,0.0001,64,0.9695
2,64,Sigmoid,50,0.0001,128,0.976
2,64,Sigmoid,50,0.0001,256,0.9695
2,64,Sigmoid,50,0.0001,512,0.9695
2,64,Sigmoid,100,10.0,16,0.9965
2,64,Sigmoid,100,10.0,32,0.9985
2,64,Sigmoid,100,10.0,64,0.999
2,64,Sigmoid,100,10.0,128,0.999
2,64,Sigmoid,100,10.0,256,0.993
2,64,Sigmoid,100,10.0,512,0.9985
2,64,Sigmoid,100,1.0,16,0.999
2,64,Sigmoid,100,1.0,32,0.9975
2,64,Sigmoid,100,1.0,64,0.996
2,64,Sigmoid,100,1.0,128,0.9975
2,64,Sigmoid,100,1.0,256,0.998
2,64,Sigmoid,100,1.0,512,0.996
2,64,Sigmoid,100,0.1,16,0.9975
2,64,Sigmoid,100,0.1,32,0.999
2,64,Sigmoid,100,0.1,64,0.9985
2,64,Sigmoid,100,0.1,128,0.997
2,64,Sigmoid,100,0.1,256,0.997
2,64,Sigmoid,100,0.1,512,0.997
2,64,Sigmoid,100,0.01,16,0.999
2,64,Sigmoid,100,0.01,32,0.999
2,64,Sigmoid,100,0.01,64,0.999
2,64,Sigmoid,100,0.01,128,0.999
2,64,Sigmoid,100,0.01,256,0.999
2,64,Sigmoid,100,0.01,512,0.999
2,64,Sigmoid,100,0.001,16,0.9695
2,64,Sigmoid,100,0.001,32,0.9695
2,64,Sigmoid,100,0.001,64,0.9695
2,64,Sigmoid,100,0.001,128,0.973
2,64,Sigmoid,100,0.001,256,0.9695
2,64,Sigmoid,100,0.001,512,0.9695
2,64,Sigmoid,100,0.0001,16,0.9695
2,64,Sigmoid,100,0.0001,32,0.9695
2,64,Sigmoid,100,0.0001,64,0.9695
2,64,Sigmoid,100,0.0001,128,0.9695
2,64,Sigmoid,100,0.0001,256,0.9695
2,64,Sigmoid,100,0.0001,512,0.9695
2,64,Sigmoid,250,10.0,16,0.9975
2,64,Sigmoid,250,10.0,32,0.9975
2,64,Sigmoid,250,10.0,64,0.9975
2,64,Sigmoid,250,10.0,128,0.9945
2,64,Sigmoid,250,10.0,256,0.998
2,64,Sigmoid,250,10.0,512,0.9985
2,64,Sigmoid,250,1.0,16,0.999
2,64,Sigmoid,250,1.0,32,0.999
2,64,Sigmoid,250,1.0,64,0.999
2,64,Sigmoid,250,1.0,128,0.9975
2,64,Sigmoid,250,1.0,256,0.998
2,64,Sigmoid,250,1.0,512,0.999
2,64,Sigmoid,250,0.1,16,0.9975
2,64,Sigmoid,250,0.1,32,0.9985
2,64,Sigmoid,250,0.1,64,0.9985
2,64,Sigmoid,250,0.1,128,0.9985
2,64,Sigmoid,250,0.1,256,0.9975
2,64,Sigmoid,250,0.1,512,0.9975
2,64,Sigmoid,250,0.01,16,0.999
2,64,Sigmoid,250,0.01,32,0.999
2,64,Sigmoid,250,0.01,64,0.999
2,64,Sigmoid,250,0.01,128,0.999
2,64,Sigmoid,250,0.01,256,0.999
2,64,Sigmoid,250,0.01,512,0.999
2,64,Sigmoid,250,0.001,16,0.999
2,64,Sigmoid,250,0.001,32,0.999
2,64,Sigmoid,250,0.001,64,0.999
2,64,Sigmoid,250,0.001,128,0.999
2,64,Sigmoid,250,0.001,256,0.999
2,64,Sigmoid,250,0.001,512,0.999
2,64,Sigmoid,250,0.0001,16,0.9695
2,64,Sigmoid,250,0.0001,32,0.9695
2,64,Sigmoid,250,0.0001,64,0.9695
2,64,Sigmoid,250,0.0001,128,0.9695
2,64,Sigmoid,250,0.0001,256,0.9695
2,64,Sigmoid,250,0.0001,512,0.9695
2,64,Softmax,1,10.0,16,0.0305
2,64,Softmax,1,10.0,32,0.9695
2,64,Softmax,1,10.0,64,0.9695
2,64,Softmax,1,10.0,128,0.9695
2,64,Softmax,1,10.0,256,0.0305
2,64,Softmax,1,10.0,512,0.0305
2,64,Softmax,1,1.0,16,0.9695
2,64,Softmax,1,1.0,32,0.0305
2,64,Softmax,1,1.0,64,0.9695
2,64,Softmax,1,1.0,128,0.9695
2,64,Softmax,1,1.0,256,0.9695
2,64,Softmax,1,1.0,512,0.9695
2,64,Softmax,1,0.1,16,0.9695
2,64,Softmax,1,0.1,32,0.9695
2,64,Softmax,1,0.1,64,0.9695
2,64,Softmax,1,0.1,128,0.9695
2,64,Softmax,1,0.1,256,0.9695
2,64,Softmax,1,0.1,512,0.9695
2,64,Softmax,1,0.01,16,0.9695
2,64,Softmax,1,0.01,32,0.9695
2,64,Softmax,1,0.01,64,0.9695
2,64,Softmax,1,0.01,128,0.9695
2,64,Softmax,1,0.01,256,0.9695
2,64,Softmax,1,0.01,512,0.9695
2,64,Softmax,1,0.001,16,0.0305
2,64,Softmax,1,0.001,32,0.0305
2,64,Softmax,1,0.001,64,0.03
2,64,Softmax,1,0.001,128,0.9695
2,64,Softmax,1,0.001,256,0.9695
2,64,Softmax,1,0.001,512,0.9695
2,64,Softmax,1,0.0001,16,0.9695
2,64,Softmax,1,0.0001,32,0.0305
2,64,Softmax,1,0.0001,64,0.4205
2,64,Softmax,1,0.0001,128,0.0305
2,64,Softmax,1,0.0001,256,0.9695
2,64,Softmax,1,0.0001,512,0.0305
2,64,Softmax,10,10.0,16,0.9985
2,64,Softmax,10,10.0,32,0.996
2,64,Softmax,10,10.0,64,0.9895
2,64,Softmax,10,10.0,128,0.9895
2,64,Softmax,10,10.0,256,0.998
2,64,Softmax,10,10.0,512,0.9915
2,64,Softmax,10,1.0,16,0.999
2,64,Softmax,10,1.0,32,0.999
2,64,Softmax,10,1.0,64,0.999
2,64,Softmax,10,1.0,128,0.999
2,64,Softmax,10,1.0,256,0.999
2,64,Softmax,10,1.0,512,0.999
2,64,Softmax,10,0.1,16,0.999
2,64,Softmax,10,0.1,32,0.999
2,64,Softmax,10,0.1,64,0.999
2,64,Softmax,10,0.1,128,0.999
2,64,Softmax,10,0.1,256,0.999
2,64,Softmax,10,0.1,512,0.999
2,64,Softmax,10,0.01,16,0.9695
2,64,Softmax,10,0.01,32,0.9695
2,64,Softmax,10,0.01,64,0.9695
2,64,Softmax,10,0.01,128,0.9695
2,64,Softmax,10,0.01,256,0.9695
2,64,Softmax,10,0.01,512,0.9695
2,64,Softmax,10,0.001,16,0.9695
2,64,Softmax,10,0.001,32,0.9695
2,64,Softmax,10,0.001,64,0.9695
2,64,Softmax,10,0.001,128,0.9695
2,64,Softmax,10,0.001,256,0.9695
2,64,Softmax,10,0.001,512,0.9695
2,64,Softmax,10,0.0001,16,0.881
2,64,Softmax,10,0.0001,32,0.9695
2,64,Softmax,10,0.0001,64,0.9695
2,64,Softmax,10,0.0001,128,0.0305
2,64,Softmax,10,0.0001,256,0.9695
2,64,Softmax,10,0.0001,512,0.9695
2,64,Softmax,25,10.0,16,0.9985
2,64,Softmax,25,10.0,32,0.999
2,64,Softmax,25,10.0,64,0.999
2,64,Softmax,25,10.0,128,0.999
2,64,Softmax,25,10.0,256,0.999
2,64,Softmax,25,10.0,512,0.9985
2,64,Softmax,25,1.0,16,0.999
2,64,Softmax,25,1.0,32,0.999
2,64,Softmax,25,1.0,64,0.999
2,64,Softmax,25,1.0,128,0.999
2,64,Softmax,25,1.0,256,0.999
2,64,Softmax,25,1.0,512,0.963
2,64,Softmax,25,0.1,16,0.9985
2,64,Softmax,25,0.1,32,0.999
2,64,Softmax,25,0.1,64,0.999
2,64,Softmax,25,0.1,128,0.999
2,64,Softmax,25,0.1,256,0.999
2,64,Softmax,25,0.1,512,0.999
2,64,Softmax,25,0.01,16,0.9695
2,64,Softmax,25,0.01,32,0.9695
2,64,Softmax,25,0.01,64,0.9695
2,64,Softmax,25,0.01,128,0.9695
2,64,Softmax,25,0.01,256,0.9695
2,64,Softmax,25,0.01,512,0.9695
2,64,Softmax,25,0.001,16,0.9695
2,64,Softmax,25,0.001,32,0.9695
2,64,Softmax,25,0.001,64,0.9695
2,64,Softmax,25,0.001,128,0.9695
2,64,Softmax,25,0.001,256,0.9695
2,64,Softmax,25,0.001,512,0.9695
2,64,Softmax,25,0.0001,16,0.9695
2,64,Softmax,25,0.0001,32,0.9695
2,64,Softmax,25,0.0001,64,0.9695
2,64,Softmax,25,0.0001,128,0.9695
2,64,Softmax,25,0.0001,256,0.0305
2,64,Softmax,25,0.0001,512,0.9695
2,64,Softmax,50,10.0,16,0.999
2,64,Softmax,50,10.0,32,0.999
2,64,Softmax,50,10.0,64,0.9985
2,64,Softmax,50,10.0,128,0.9695
2,64,Softmax,50,10.0,256,0.999
2,64,Softmax,50,10.0,512,0.9875
2,64,Softmax,50,1.0,16,0.999
2,64,Softmax,50,1.0,32,0.999
2,64,Softmax,50,1.0,64,0.999
2,64,Softmax,50,1.0,128,0.999
2,64,Softmax,50,1.0,256,0.999
2,64,Softmax,50,1.0,512,0.9985
2,64,Softmax,50,0.1,16,0.999
2,64,Softmax,50,0.1,32,0.999
2,64,Softmax,50,0.1,64,0.9985
2,64,Softmax,50,0.1,128,0.999
2,64,Softmax,50,0.1,256,0.999
2,64,Softmax,50,0.1,512,0.9985
2,64,Softmax,50,0.01,16,0.999
2,64,Softmax,50,0.01,32,0.999
2,64,Softmax,50,0.01,64,0.999
2,64,Softmax,50,0.01,128,0.999
2,64,Softmax,50,0.01,256,0.999
2,64,Softmax,50,0.01,512,0.999
2,64,Softmax,50,0.001,16,0.9695
2,64,Softmax,50,0.001,32,0.9695
2,64,Softmax,50,0.001,64,0.9695
2,64,Softmax,50,0.001,128,0.9695
2,64,Softmax,50,0.001,256,0.9695
2,64,Softmax,50,0.001,512,0.9695
2,64,Softmax,50,0.0001,16,0.9695
2,64,Softmax,50,0.0001,32,0.0305
2,64,Softmax,50,0.0001,64,0.9695
2,64,Softmax,50,0.0001,128,0.9695
2,64,Softmax,50,0.0001,256,0.9695
2,64,Softmax,50,0.0001,512,0.9695
2,64,Softmax,100,10.0,16,0.999
2,64,Softmax,100,10.0,32,0.999
2,64,Softmax,100,10.0,64,0.9985
2,64,Softmax,100,10.0,128,0.998
2,64,Softmax,100,10.0,256,0.998
2,64,Softmax,100,10.0,512,0.9985
2,64,Softmax,100,1.0,16,0.999
2,64,Softmax,100,1.0,32,0.999
2,64,Softmax,100,1.0,64,0.999
2,64,Softmax,100,1.0,128,0.999
2,64,Softmax,100,1.0,256,0.996
2,64,Softmax,100,1.0,512,0.999
2,64,Softmax,100,0.1,16,0.9975
2,64,Softmax,100,0.1,32,0.998
2,64,Softmax,100,0.1,64,0.998
2,64,Softmax,100,0.1,128,0.998
2,64,Softmax,100,0.1,256,0.997
2,64,Softmax,100,0.1,512,0.998
2,64,Softmax,100,0.01,16,0.999
2,64,Softmax,100,0.01,32,0.999
2,64,Softmax,100,0.01,64,0.999
2,64,Softmax,100,0.01,128,0.999
2,64,Softmax,100,0.01,256,0.999
2,64,Softmax,100,0.01,512,0.999
2,64,Softmax,100,0.001,16,0.9695
2,64,Softmax,100,0.001,32,0.9695
2,64,Softmax,100,0.001,64,0.9695
2,64,Softmax,100,0.001,128,0.9695
2,64,Softmax,100,0.001,256,0.9695
2,64,Softmax,100,0.001,512,0.9695
2,64,Softmax,100,0.0001,16,0.9695
2,64,Softmax,100,0.0001,32,0.9695
2,64,Softmax,100,0.0001,64,0.9695
2,64,Softmax,100,0.0001,128,0.9695
2,64,Softmax,100,0.0001,256,0.9695
2,64,Softmax,100,0.0001,512,0.9695
2,64,Softmax,250,10.0,16,0.999
2,64,Softmax,250,10.0,32,0.998
2,64,Softmax,250,10.0,64,0.999
2,64,Softmax,250,10.0,128,0.999
2,64,Softmax,250,10.0,256,0.999
2,64,Softmax,250,10.0,512,0.999
2,64,Softmax,250,1.0,16,0.999
2,64,Softmax,250,1.0,32,0.999
2,64,Softmax,250,1.0,64,0.999
2,64,Softmax,250,1.0,128,0.999
2,64,Softmax,250,1.0,256,0.999
2,64,Softmax,250,1.0,512,0.999
2,64,Softmax,250,0.1,16,0.9965
2,64,Softmax,250,0.1,32,0.9985
2,64,Softmax,250,0.1,64,0.997
2,64,Softmax,250,0.1,128,0.998
2,64,Softmax,250,0.1,256,0.9975
2,64,Softmax,250,0.1,512,0.997
2,64,Softmax,250,0.01,16,0.998
2,64,Softmax,250,0.01,32,0.999
2,64,Softmax,250,0.01,64,0.999
2,64,Softmax,250,0.01,128,0.999
2,64,Softmax,250,0.01,256,0.999
2,64,Softmax,250,0.01,512,0.999
2,64,Softmax,250,0.001,16,0.999
2,64,Softmax,250,0.001,32,0.999
2,64,Softmax,250,0.001,64,0.999
2,64,Softmax,250,0.001,128,0.999
2,64,Softmax,250,0.001,256,0.999
2,64,Softmax,250,0.001,512,0.999
2,64,Softmax,250,0.0001,16,0.9695
2,64,Softmax,250,0.0001,32,0.9695
2,64,Softmax,250,0.0001,64,0.9695
2,64,Softmax,250,0.0001,128,0.9695
2,64,Softmax,250,0.0001,256,0.9695
2,64,Softmax,250,0.0001,512,0.9695
2,64,ReLU,1,10.0,16,0.9695
2,64,ReLU,1,10.0,32,0.0305
2,64,ReLU,1,10.0,64,0.9695
2,64,ReLU,1,10.0,128,0.9695
2,64,ReLU,1,10.0,256,0.0305
2,64,ReLU,1,10.0,512,0.0305
2,64,ReLU,1,1.0,16,0.9695
2,64,ReLU,1,1.0,32,0.9695
